sexo,sectoreseconómicos,ámbitopoblacional,gruposdeedad,total
Mujeres,Energía y agua,Total nacional,Total,11929
Mujeres,Energía y agua,Total nacional,De 16 a 19 años,549
Mujeres,Energía y agua,Total nacional,De 20 a 24 años,2042
Mujeres,Energía y agua,Total nacional,De 25 a 29 años,2132
Mujeres,Energía y agua,Total nacional,De 30 a 34 años,1626
Mujeres,Energía y agua,Total nacional,De 35 a 39 años,1011
Mujeres,Energía y agua,Total nacional,De 40 a 44 años,846
Mujeres,Energía y agua,Total nacional,De 45 a 49 años,979
Mujeres,Energía y agua,Total nacional,De 50 a 54 años,1068
Mujeres,Energía y agua,Total nacional,De 55 a 59 años,897
Mujeres,Energía y agua,Total nacional,De 60 a 64 años,471
Mujeres,Energía y agua,Total nacional,De 65 a 69 años,118
Mujeres,Energía y agua,Total nacional,De 70 a 74 años,62
Mujeres,Energía y agua,Total nacional,De 75 y más años,128
Mujeres,Energía y agua,Zona Rural,Total,1714
Mujeres,Energía y agua,Zona Rural,De 16 a 19 años,113
Mujeres,Energía y agua,Zona Rural,De 20 a 24 años,331
Mujeres,Energía y agua,Zona Rural,De 25 a 29 años,215
Mujeres,Energía y agua,Zona Rural,De 30 a 34 años,173
Mujeres,Energía y agua,Zona Rural,De 35 a 39 años,111
Mujeres,Energía y agua,Zona Rural,De 40 a 44 años,91
Mujeres,Energía y agua,Zona Rural,De 45 a 49 años,159
Mujeres,Energía y agua,Zona Rural,De 50 a 54 años,196
Mujeres,Energía y agua,Zona Rural,De 55 a 59 años,175
Mujeres,Energía y agua,Zona Rural,De 60 a 64 años,92
Mujeres,Energía y agua,Zona Rural,De 65 a 69 años,16
Mujeres,Energía y agua,Zona Rural,De 70 a 74 años,11
Mujeres,Energía y agua,Zona Rural,De 75 y más años,31
Mujeres,Energía y agua,Zona Intermedia,Total,1384
Mujeres,Energía y agua,Zona Intermedia,De 16 a 19 años,83
Mujeres,Energía y agua,Zona Intermedia,De 20 a 24 años,292
Mujeres,Energía y agua,Zona Intermedia,De 25 a 29 años,232
Mujeres,Energía y agua,Zona Intermedia,De 30 a 34 años,179
Mujeres,Energía y agua,Zona Intermedia,De 35 a 39 años,54
Mujeres,Energía y agua,Zona Intermedia,De 40 a 44 años,74
Mujeres,Energía y agua,Zona Intermedia,De 45 a 49 años,135
Mujeres,Energía y agua,Zona Intermedia,De 50 a 54 años,140
Mujeres,Energía y agua,Zona Intermedia,De 55 a 59 años,108
Mujeres,Energía y agua,Zona Intermedia,De 60 a 64 años,45
Mujeres,Energía y agua,Zona Intermedia,De 65 a 69 años,4
Mujeres,Energía y agua,Zona Intermedia,De 70 a 74 años,15
Mujeres,Energía y agua,Zona Intermedia,De 75 y más años,23
Mujeres,Energía y agua,Zona Urbana,Total,8831
Mujeres,Energía y agua,Zona Urbana,De 16 a 19 años,353
Mujeres,Energía y agua,Zona Urbana,De 20 a 24 años,1420
Mujeres,Energía y agua,Zona Urbana,De 25 a 29 años,1685
Mujeres,Energía y agua,Zona Urbana,De 30 a 34 años,1274
Mujeres,Energía y agua,Zona Urbana,De 35 a 39 años,846
Mujeres,Energía y agua,Zona Urbana,De 40 a 44 años,681
Mujeres,Energía y agua,Zona Urbana,De 45 a 49 años,685
Mujeres,Energía y agua,Zona Urbana,De 50 a 54 años,731
Mujeres,Energía y agua,Zona Urbana,De 55 a 59 años,614
Mujeres,Energía y agua,Zona Urbana,De 60 a 64 años,334
Mujeres,Energía y agua,Zona Urbana,De 65 a 69 años,98
Mujeres,Energía y agua,Zona Urbana,De 70 a 74 años,36
Mujeres,Energía y agua,Zona Urbana,De 75 y más años,74
Mujeres,Construcción,Total nacional,Total,20034
Mujeres,Construcción,Total nacional,De 16 a 19 años,1938
Mujeres,Construcción,Total nacional,De 20 a 24 años,6141
Mujeres,Construcción,Total nacional,De 25 a 29 años,4658
Mujeres,Construcción,Total nacional,De 30 a 34 años,2290
Mujeres,Construcción,Total nacional,De 35 a 39 años,1384
Mujeres,Construcción,Total nacional,De 40 a 44 años,878
Mujeres,Construcción,Total nacional,De 45 a 49 años,806
Mujeres,Construcción,Total nacional,De 50 a 54 años,795
Mujeres,Construcción,Total nacional,De 55 a 59 años,650
Mujeres,Construcción,Total nacional,De 60 a 64 años,336
Mujeres,Construcción,Total nacional,De 65 a 69 años,71
Mujeres,Construcción,Total nacional,De 70 a 74 años,39
Mujeres,Construcción,Total nacional,De 75 y más años,51
Mujeres,Construcción,Zona Rural,Total,2421
Mujeres,Construcción,Zona Rural,De 16 a 19 años,369
Mujeres,Construcción,Zona Rural,De 20 a 24 años,724
Mujeres,Construcción,Zona Rural,De 25 a 29 años,475
Mujeres,Construcción,Zona Rural,De 30 a 34 años,251
Mujeres,Construcción,Zona Rural,De 35 a 39 años,178
Mujeres,Construcción,Zona Rural,De 40 a 44 años,119
Mujeres,Construcción,Zona Rural,De 45 a 49 años,86
Mujeres,Construcción,Zona Rural,De 50 a 54 años,117
Mujeres,Construcción,Zona Rural,De 55 a 59 años,52
Mujeres,Construcción,Zona Rural,De 60 a 64 años,24
Mujeres,Construcción,Zona Rural,De 65 a 69 años,10
Mujeres,Construcción,Zona Rural,De 70 a 74 años,11
Mujeres,Construcción,Zona Rural,De 75 y más años,7
Mujeres,Construcción,Zona Intermedia,Total,2562
Mujeres,Construcción,Zona Intermedia,De 16 a 19 años,380
Mujeres,Construcción,Zona Intermedia,De 20 a 24 años,858
Mujeres,Construcción,Zona Intermedia,De 25 a 29 años,525
Mujeres,Construcción,Zona Intermedia,De 30 a 34 años,236
Mujeres,Construcción,Zona Intermedia,De 35 a 39 años,117
Mujeres,Construcción,Zona Intermedia,De 40 a 44 años,120
Mujeres,Construcción,Zona Intermedia,De 45 a 49 años,81
Mujeres,Construcción,Zona Intermedia,De 50 a 54 años,98
Mujeres,Construcción,Zona Intermedia,De 55 a 59 años,80
Mujeres,Construcción,Zona Intermedia,De 60 a 64 años,32
Mujeres,Construcción,Zona Intermedia,De 65 a 69 años,12
Mujeres,Construcción,Zona Intermedia,De 70 a 74 años,16
Mujeres,Construcción,Zona Intermedia,De 75 y más años,8
Mujeres,Construcción,Zona Urbana,Total,15050
Mujeres,Construcción,Zona Urbana,De 16 a 19 años,1189
Mujeres,Construcción,Zona Urbana,De 20 a 24 años,4559
Mujeres,Construcción,Zona Urbana,De 25 a 29 años,3658
Mujeres,Construcción,Zona Urbana,De 30 a 34 años,1803
Mujeres,Construcción,Zona Urbana,De 35 a 39 años,1089
Mujeres,Construcción,Zona Urbana,De 40 a 44 años,639
Mujeres,Construcción,Zona Urbana,De 45 a 49 años,639
Mujeres,Construcción,Zona Urbana,De 50 a 54 años,579
Mujeres,Construcción,Zona Urbana,De 55 a 59 años,517
Mujeres,Construcción,Zona Urbana,De 60 a 64 años,281
Mujeres,Construcción,Zona Urbana,De 65 a 69 años,49
Mujeres,Construcción,Zona Urbana,De 70 a 74 años,13
Mujeres,Construcción,Zona Urbana,De 75 y más años,36
Mujeres,Industria,Total nacional,Total,553597
Mujeres,Industria,Total nacional,De 16 a 19 años,80006
Mujeres,Industria,Total nacional,De 20 a 24 años,171391
Mujeres,Industria,Total nacional,De 25 a 29 años,94436
Mujeres,Industria,Total nacional,De 30 a 34 años,51304
Mujeres,Industria,Total nacional,De 35 a 39 años,35036
Mujeres,Industria,Total nacional,De 40 a 44 años,27314
Mujeres,Industria,Total nacional,De 45 a 49 años,30318
Mujeres,Industria,Total nacional,De 50 a 54 años,27701
Mujeres,Industria,Total nacional,De 55 a 59 años,22178
Mujeres,Industria,Total nacional,De 60 a 64 años,10013
Mujeres,Industria,Total nacional,De 65 a 69 años,2018
Mujeres,Industria,Total nacional,De 70 a 74 años,955
Mujeres,Industria,Total nacional,De 75 y más años,927
Mujeres,Industria,Zona Rural,Total,79307
Mujeres,Industria,Zona Rural,De 16 a 19 años,15615
Mujeres,Industria,Zona Rural,De 20 a 24 años,24476
Mujeres,Industria,Zona Rural,De 25 a 29 años,11284
Mujeres,Industria,Zona Rural,De 30 a 34 años,6313
Mujeres,Industria,Zona Rural,De 35 a 39 años,4828
Mujeres,Industria,Zona Rural,De 40 a 44 años,3919
Mujeres,Industria,Zona Rural,De 45 a 49 años,4055
Mujeres,Industria,Zona Rural,De 50 a 54 años,3792
Mujeres,Industria,Zona Rural,De 55 a 59 años,2939
Mujeres,Industria,Zona Rural,De 60 a 64 años,1366
Mujeres,Industria,Zona Rural,De 65 a 69 años,341
Mujeres,Industria,Zona Rural,De 70 a 74 años,169
Mujeres,Industria,Zona Rural,De 75 y más años,211
Mujeres,Industria,Zona Intermedia,Total,99790
Mujeres,Industria,Zona Intermedia,De 16 a 19 años,19841
Mujeres,Industria,Zona Intermedia,De 20 a 24 años,33377
Mujeres,Industria,Zona Intermedia,De 25 a 29 años,14123
Mujeres,Industria,Zona Intermedia,De 30 a 34 años,7239
Mujeres,Industria,Zona Intermedia,De 35 a 39 años,5317
Mujeres,Industria,Zona Intermedia,De 40 a 44 años,4304
Mujeres,Industria,Zona Intermedia,De 45 a 49 años,5383
Mujeres,Industria,Zona Intermedia,De 50 a 54 años,4782
Mujeres,Industria,Zona Intermedia,De 55 a 59 años,3482
Mujeres,Industria,Zona Intermedia,De 60 a 64 años,1326
Mujeres,Industria,Zona Intermedia,De 65 a 69 años,324
Mujeres,Industria,Zona Intermedia,De 70 a 74 años,128
Mujeres,Industria,Zona Intermedia,De 75 y más años,164
Mujeres,Industria,Zona Urbana,Total,374500
Mujeres,Industria,Zona Urbana,De 16 a 19 años,44550
Mujeres,Industria,Zona Urbana,De 20 a 24 años,113538
Mujeres,Industria,Zona Urbana,De 25 a 29 años,69029
Mujeres,Industria,Zona Urbana,De 30 a 34 años,37751
Mujeres,Industria,Zona Urbana,De 35 a 39 años,24891
Mujeres,Industria,Zona Urbana,De 40 a 44 años,19090
Mujeres,Industria,Zona Urbana,De 45 a 49 años,20880
Mujeres,Industria,Zona Urbana,De 50 a 54 años,19128
Mujeres,Industria,Zona Urbana,De 55 a 59 años,15757
Mujeres,Industria,Zona Urbana,De 60 a 64 años,7321
Mujeres,Industria,Zona Urbana,De 65 a 69 años,1364
Mujeres,Industria,Zona Urbana,De 70 a 74 años,659
Mujeres,Industria,Zona Urbana,De 75 y más años,552
Mujeres,Servicios,Total nacional,Total,1645801
Mujeres,Servicios,Total nacional,De 16 a 19 años,132685
Mujeres,Servicios,Total nacional,De 20 a 24 años,301712
Mujeres,Servicios,Total nacional,De 25 a 29 años,270044
Mujeres,Servicios,Total nacional,De 30 a 34 años,206454
Mujeres,Servicios,Total nacional,De 35 a 39 años,152585
Mujeres,Servicios,Total nacional,De 40 a 44 años,122807
Mujeres,Servicios,Total nacional,De 45 a 49 años,133491
Mujeres,Servicios,Total nacional,De 50 a 54 años,123611
Mujeres,Servicios,Total nacional,De 55 a 59 años,103351
Mujeres,Servicios,Total nacional,De 60 a 64 años,65507
Mujeres,Servicios,Total nacional,De 65 a 69 años,21579
Mujeres,Servicios,Total nacional,De 70 a 74 años,6525
Mujeres,Servicios,Total nacional,De 75 y más años,5451
Mujeres,Servicios,Zona Rural,Total,181942
Mujeres,Servicios,Zona Rural,De 16 a 19 años,22678
Mujeres,Servicios,Zona Rural,De 20 a 24 años,38503
Mujeres,Servicios,Zona Rural,De 25 a 29 años,27972
Mujeres,Servicios,Zona Rural,De 30 a 34 años,18970
Mujeres,Servicios,Zona Rural,De 35 a 39 años,15234
Mujeres,Servicios,Zona Rural,De 40 a 44 años,12728
Mujeres,Servicios,Zona Rural,De 45 a 49 años,13786
Mujeres,Servicios,Zona Rural,De 50 a 54 años,11836
Mujeres,Servicios,Zona Rural,De 55 a 59 años,9768
Mujeres,Servicios,Zona Rural,De 60 a 64 años,6329
Mujeres,Servicios,Zona Rural,De 65 a 69 años,2470
Mujeres,Servicios,Zona Rural,De 70 a 74 años,851
Mujeres,Servicios,Zona Rural,De 75 y más años,817
Mujeres,Servicios,Zona Intermedia,Total,204523
Mujeres,Servicios,Zona Intermedia,De 16 a 19 años,23179
Mujeres,Servicios,Zona Intermedia,De 20 a 24 años,39322
Mujeres,Servicios,Zona Intermedia,De 25 a 29 años,29790
Mujeres,Servicios,Zona Intermedia,De 30 a 34 años,23094
Mujeres,Servicios,Zona Intermedia,De 35 a 39 años,17965
Mujeres,Servicios,Zona Intermedia,De 40 a 44 años,15215
Mujeres,Servicios,Zona Intermedia,De 45 a 49 años,16787
Mujeres,Servicios,Zona Intermedia,De 50 a 54 años,15020
Mujeres,Servicios,Zona Intermedia,De 55 a 59 años,12076
Mujeres,Servicios,Zona Intermedia,De 60 a 64 años,7563
Mujeres,Servicios,Zona Intermedia,De 65 a 69 años,2727
Mujeres,Servicios,Zona Intermedia,De 70 a 74 años,976
Mujeres,Servicios,Zona Intermedia,De 75 y más años,809
Mujeres,Servicios,Zona Urbana,Total,1259336
Mujeres,Servicios,Zona Urbana,De 16 a 19 años,86828
Mujeres,Servicios,Zona Urbana,De 20 a 24 años,223886
Mujeres,Servicios,Zona Urbana,De 25 a 29 años,212281
Mujeres,Servicios,Zona Urbana,De 30 a 34 años,164390
Mujeres,Servicios,Zona Urbana,De 35 a 39 años,119386
Mujeres,Servicios,Zona Urbana,De 40 a 44 años,94864
Mujeres,Servicios,Zona Urbana,De 45 a 49 años,102918
Mujeres,Servicios,Zona Urbana,De 50 a 54 años,96755
Mujeres,Servicios,Zona Urbana,De 55 a 59 años,81506
Mujeres,Servicios,Zona Urbana,De 60 a 64 años,51616
Mujeres,Servicios,Zona Urbana,De 65 a 69 años,16383
Mujeres,Servicios,Zona Urbana,De 70 a 74 años,4698
Mujeres,Servicios,Zona Urbana,De 75 y más años,3825
Mujeres,No bien especificados,Total nacional,Total,46641
Mujeres,No bien especificados,Total nacional,De 16 a 19 años,3478
Mujeres,No bien especificados,Total nacional,De 20 a 24 años,9473
Mujeres,No bien especificados,Total nacional,De 25 a 29 años,6946
Mujeres,No bien especificados,Total nacional,De 30 a 34 años,5073
Mujeres,No bien especificados,Total nacional,De 35 a 39 años,4284
Mujeres,No bien especificados,Total nacional,De 40 a 44 años,3368
Mujeres,No bien especificados,Total nacional,De 45 a 49 años,3955
Mujeres,No bien especificados,Total nacional,De 50 a 54 años,3635
Mujeres,No bien especificados,Total nacional,De 55 a 59 años,2939
Mujeres,No bien especificados,Total nacional,De 60 a 64 años,1800
Mujeres,No bien especificados,Total nacional,De 65 a 69 años,715
Mujeres,No bien especificados,Total nacional,De 70 a 74 años,449
Mujeres,No bien especificados,Total nacional,De 75 y más años,526
Mujeres,No bien especificados,Zona Rural,Total,6615
Mujeres,No bien especificados,Zona Rural,De 16 a 19 años,640
Mujeres,No bien especificados,Zona Rural,De 20 a 24 años,1187
Mujeres,No bien especificados,Zona Rural,De 25 a 29 años,947
Mujeres,No bien especificados,Zona Rural,De 30 a 34 años,653
Mujeres,No bien especificados,Zona Rural,De 35 a 39 años,593
Mujeres,No bien especificados,Zona Rural,De 40 a 44 años,462
Mujeres,No bien especificados,Zona Rural,De 45 a 49 años,570
Mujeres,No bien especificados,Zona Rural,De 50 a 54 años,489
Mujeres,No bien especificados,Zona Rural,De 55 a 59 años,404
Mujeres,No bien especificados,Zona Rural,De 60 a 64 años,276
Mujeres,No bien especificados,Zona Rural,De 65 a 69 años,169
Mujeres,No bien especificados,Zona Rural,De 70 a 74 años,122
Mujeres,No bien especificados,Zona Rural,De 75 y más años,102
Mujeres,No bien especificados,Zona Intermedia,Total,4665
Mujeres,No bien especificados,Zona Intermedia,De 16 a 19 años,463
Mujeres,No bien especificados,Zona Intermedia,De 20 a 24 años,840
Mujeres,No bien especificados,Zona Intermedia,De 25 a 29 años,687
Mujeres,No bien especificados,Zona Intermedia,De 30 a 34 años,474
Mujeres,No bien especificados,Zona Intermedia,De 35 a 39 años,444
Mujeres,No bien especificados,Zona Intermedia,De 40 a 44 años,325
Mujeres,No bien especificados,Zona Intermedia,De 45 a 49 años,393
Mujeres,No bien especificados,Zona Intermedia,De 50 a 54 años,382
Mujeres,No bien especificados,Zona Intermedia,De 55 a 59 años,306
Mujeres,No bien especificados,Zona Intermedia,De 60 a 64 años,172
Mujeres,No bien especificados,Zona Intermedia,De 65 a 69 años,89
Mujeres,No bien especificados,Zona Intermedia,De 70 a 74 años,44
Mujeres,No bien especificados,Zona Intermedia,De 75 y más años,47
Mujeres,No bien especificados,Zona Urbana,Total,35361
Mujeres,No bien especificados,Zona Urbana,De 16 a 19 años,2375
Mujeres,No bien especificados,Zona Urbana,De 20 a 24 años,7447
Mujeres,No bien especificados,Zona Urbana,De 25 a 29 años,5312
Mujeres,No bien especificados,Zona Urbana,De 30 a 34 años,3946
Mujeres,No bien especificados,Zona Urbana,De 35 a 39 años,3247
Mujeres,No bien especificados,Zona Urbana,De 40 a 44 años,2581
Mujeres,No bien especificados,Zona Urbana,De 45 a 49 años,2992
Mujeres,No bien especificados,Zona Urbana,De 50 a 54 años,2764
Mujeres,No bien especificados,Zona Urbana,De 55 a 59 años,2229
Mujeres,No bien especificados,Zona Urbana,De 60 a 64 años,1352
Mujeres,No bien especificados,Zona Urbana,De 65 a 69 años,457
Mujeres,No bien especificados,Zona Urbana,De 70 a 74 años,283
Mujeres,No bien especificados,Zona Urbana,De 75 y más años,376
