codprov,province,popsharewomen_agegroup1_1970,popsharewomen_agegroup2_1970,popsharemen_agegroup1_1970,popsharemen_agegroup2_1970,popsharewomen_agegroup1_1960,popsharewomen_agegroup2_1960,popsharemen_agegroup1_1960,popsharemen_agegroup2_1960,source_page_viii,raw_chunk_viii,parsed_token_count_viii,active_total_1950,agri_total_1950,mining_total_1950,manufacturing_total_1950,construction_total_1950,utilities_total_1950,commerce_total_1950,transport_total_1950,services_total_1950,unspecified_total_1950,sector_sum_viii,sector_gap_viii,sector_gap_share_viii,usable_viii,source_page_viii_cap,raw_chunk_viii_cap,parsed_token_count_viii_cap,active_total_1950_cap,agri_total_1950_cap,mining_total_1950_cap,manufacturing_total_1950_cap,construction_total_1950_cap,utilities_total_1950_cap,commerce_total_1950_cap,transport_total_1950_cap,services_total_1950_cap,unspecified_total_1950_cap,sector_sum_viii_cap,sector_gap_viii_cap,sector_gap_share_viii_cap,usable_viii_cap,agri_share_1950,mining_share_1950,manufacturing_share_1950,construction_share_1950,utilities_share_1950,commerce_share_1950,transport_share_1950,services_share_1950,unspecified_share_1950,industrial_core_share_1950,oil_sensitive_share_1950,manuf_trade_share_1950,nonag_share_1950,agri_share_1950_cap,mining_share_1950_cap,manufacturing_share_1950_cap,construction_share_1950_cap,utilities_share_1950_cap,commerce_share_1950_cap,transport_share_1950_cap,services_share_1950_cap,unspecified_share_1950_cap,industrial_core_share_1950_cap,oil_sensitive_share_1950_cap,manuf_trade_share_1950_cap,nonag_share_1950_cap,active_total_1950_rest,agri_total_1950_rest,mining_total_1950_rest,manufacturing_total_1950_rest,construction_total_1950_rest,utilities_total_1950_rest,commerce_total_1950_rest,transport_total_1950_rest,services_total_1950_rest,unspecified_total_1950_rest,sector_sum_viii_rest,sector_gap_viii_rest,sector_gap_share_viii_rest,usable_viii_rest_strict,usable_viii_rest_soft,usable_viii_rest,agri_share_1950_rest,mining_share_1950_rest,manufacturing_share_1950_rest,construction_share_1950_rest,utilities_share_1950_rest,commerce_share_1950_rest,transport_share_1950_rest,services_share_1950_rest,unspecified_share_1950_rest,industrial_core_share_1950_rest,oil_sensitive_share_1950_rest,manuf_trade_share_1950_rest,nonag_share_1950_rest,female_young_share_1960,female_young_share_1970,male_young_share_1960,male_young_share_1970,proxy_usable_pre73,proxy_usable_pre73_cap,proxy_usable_pre73_rest
18.0,granada,0.09744718,0.20856714,0.10563176,0.22572485,0.11145559,0.1922298,0.12229237,0.20819516,15.0,"275.164 186.672 1.321 21 .730 8.723 667 13.815 5.846 35.652 738Var0nes 248.853 184.486 1.321 17.570 8.683 667 12.482 5.663 17.294 687Mujeres 26.311 2 .186 4.160 40 - 1.333 183 18.358 51 - 337 - 0uadr0 V111. P0b1a0ión e00nómi0amente a0tiva, 01asifi0ada según 1as 0ara0terísti0as de 10s estab1e0imient0s d0nde trabaja T0m0 11. 01asifi0a0i0nes p0r pr0vin0ias y muni0ipi0s de más de 10.000 habitantes F0nd0 d00umenta1 de1 1nstitut0 Na0i0na1 de Estadísti0a 15/41",10,275164.0,186672.0,1321.0,21730.0,8723.0,667.0,13815.0,5846.0,35652.0,738.0,275164.0,0.0,0.0,1,16.0,57.775 9 .422 56 11.992 4 .340 297 8.552 2.832 19.531 253 Var0nes 43.538 9 .242 56 9.297 4.508 297 7.548 2.674 9.363 253,10,57775.0,9422.0,56.0,11992.0,4340.0,297.0,8552.0,2832.0,19531.0,253.0,57275.0,-500.0,0.00865426222414539,1,0.6784026980273582,0.0048007733569798376,0.07897108633396811,0.03170109461993575,0.0024240089546597667,0.050206422351761135,0.02124551176752773,0.12956636769344826,0.002682036894361181,0.11067218095390385,0.13434170167609136,0.12917750868572925,0.3215973019726418,0.16308091735179575,0.0009692773691042839,0.20756382518390307,0.075118996105582,0.005140631761142362,0.14802250108178278,0.049017741237559496,0.3380527909995673,0.004379056685417568,0.2826828212894851,0.33684119428818693,0.35558632626568587,0.8369190826482042,217389.0,177250.0,1265.0,9738.0,4383.0,370.0,5263.0,3014.0,16121.0,485.0,217889.0,500.0,0.0023000243802584306,1.0,0.0,1.0,0.8153586428016137,0.00581906168205383,0.0447952748299132,0.020162013717345405,0.0017020180413912388,0.02421005662660024,0.01386454696419782,0.07415738606829232,0.002231023648850678,0.0649572885472586,0.08052385355284766,0.06900533145651344,0.18464135719838626,0.3036854,0.30601433,0.33048755,0.3313566,1,1,1.0
19.0,guadalajara,0.06962737,0.17134774,0.07709025,0.17705864,0.086148106,0.17223,0.084655404,0.17342155,17.0,78 .157 57.478 232 5.053 3.349 263 2.874 1.553 7 .052 303 Var0nes 72 .467 55.732 232 4.630 3 .339 263 2.602 1.503 3.874 292,10,78157.0,57478.0,232.0,5053.0,3349.0,263.0,2874.0,1553.0,7052.0,303.0,78157.0,0.0,0.0,1,17.0,7.200 708 1.265 813 63 996 510 2.719 126 Var0nes 5.430 688 - 1.053 813 63 875 490 1.333 115,10,7200.0,708.0,0.0,1265.0,813.0,63.0,996.0,510.0,2719.0,126.0,7200.0,0.0,0.0,1,0.7354171731258876,0.0029683841498522206,0.06465191857415203,0.04284964878385813,0.003365021687116957,0.03677213813222104,0.01987026114103663,0.09022864234809422,0.003876812057781133,0.10750156735801016,0.13073685018616374,0.10142405670637307,0.2645828268741124,0.09833333333333333,0.0,0.17569444444444443,0.11291666666666667,0.00875,0.13833333333333334,0.07083333333333333,0.3776388888888889,0.0175,0.2886111111111111,0.36819444444444444,0.3140277777777778,0.9016666666666666,70957.0,56770.0,232.0,3788.0,2536.0,200.0,1878.0,1043.0,4333.0,177.0,70957.0,0.0,0.0,1.0,0.0,1.0,0.8000620093859662,0.0032695858054878307,0.05338444409994786,0.0357399551841256,0.0028186084530067504,0.026466733373733387,0.014699043082430203,0.06106515213439125,0.0024944684809109744,0.08912439928407345,0.1066420508195104,0.07985117747368124,0.19993799061403383,0.25837812,0.24097511,0.25807697,0.2541489,1,1,1.0
20.0,guipuzcoa,0.09711515,0.18110988,0.10337623,0.19326691,0.101260684,0.16809429,0.111793354,0.18594047,17.0,153 .662 31.238 665 62 246 8 .159 1 988 12.741 7.498 28 .613 1.514 Var0nes 120 .894 29 .577 655 50.512 8.068 978 9.734 6.959 13.141 1.270,10,153662.0,31238.0,665.0,62246.0,8159.0,988.0,12741.0,7498.0,28613.0,1514.0,153662.0,0.0,0.0,1,17.0,48.967 3.327 90 14.308 3.987 482 7.840 3.085 15.494 354Var0nes 33.519 3.082 90 10.380 3.905 482 5.973 2.861 6.525 221Mujeres 15.448 245 - 3.928 82 1.867 224 8 .969 133 É1BAR 6 .819 460 10 4.804 318 - 381 119 677 50 Var0nes 5.666 357 10 4.217 308 - 268 119 337 50,10,48967.0,3327.0,90.0,14308.0,3987.0,482.0,7840.0,3085.0,15494.0,354.0,48967.0,0.0,0.0,1,0.20329033853522666,0.004327680233239187,0.4050838854108368,0.0530970571774414,0.006429696346526793,0.08291575015293307,0.04879540810349989,0.18620739024612462,0.009852793794171623,0.4581809425882782,0.5134060470383048,0.48799963556376985,0.7967096614647733,0.06794371719729614,0.0018379725120999857,0.2921967855902955,0.08142218228602936,0.009843363898135478,0.16010782772070986,0.06300161333142729,0.3164171789164131,0.007229358547593277,0.37361896787632487,0.44646394510588766,0.45230461331100535,0.9320562828027039,104695.0,27911.0,575.0,47938.0,4172.0,506.0,4901.0,4413.0,13119.0,1160.0,104695.0,0.0,0.0,1.0,0.0,1.0,0.26659343808204783,0.0054921438464110035,0.45788242036391424,0.03984908543865514,0.004833086584841683,0.046812168680452744,0.04215101007689001,0.12530684368881034,0.011079803237976981,0.49773150580256936,0.5447156024643011,0.5046945890443669,0.7334065619179522,0.26935497,0.27822503,0.29773384,0.29664314,1,1,1.0
21.0,huelva,0.09540693,0.17714618,0.10544195,0.19197676,0.092599854,0.1657157,0.10271037,0.18546201,18.0,135.097 71.753 13.254 14.186 3.774 330 6.843 5 .104 18.854 999 Var0nes 120.381 69.923 13.014 11.865 3.764 320 6.073 4 .934 9.489 999,10,135097.0,71753.0,13254.0,14186.0,3774.0,330.0,6843.0,5104.0,18854.0,999.0,135097.0,0.0,0.0,1,18.0,22.885 3.492 1.485 3.162 1.962 134 3.175 2 .691 6.765 19 Var0nes 18.535 3.454 1.454 2.641 1.962 124 2.871 2 .603 3.407 19,10,22885.0,3492.0,1485.0,3162.0,1962.0,134.0,3175.0,2691.0,6765.0,19.0,22885.0,0.0,0.0,1,0.5311220826517243,0.09810728587607423,0.10500603270242863,0.02793548339341362,0.002442689326928059,0.050652494133844574,0.037780261589820646,0.13955898354515645,0.007394686780609488,0.13294151609584226,0.17316446701259094,0.1556585268362732,0.46887791734827566,0.15258903211710728,0.06488966571990387,0.1381691064015731,0.08573301289053965,0.005855363775398733,0.13873716408127595,0.11758793969849246,0.29560847716845096,0.0008302381472580293,0.22390211929211273,0.34734542276600394,0.27690627048284905,0.8474109678828927,112212.0,68261.0,11769.0,11024.0,1812.0,196.0,3668.0,2413.0,12089.0,980.0,112212.0,0.0,0.0,1.0,0.0,1.0,0.6083217481196307,0.10488183082023313,0.09824261219833885,0.016148005560902578,0.0017466937582433252,0.032688126047125086,0.021503938972658895,0.10773357573165081,0.008733468791216626,0.11439061775924143,0.13764125049014367,0.13093073824546395,0.3916782518803693,0.25831556,0.27255312,0.2881724,0.2974187,1,1,1.0
22.0,huesca,0.07142596,0.15108249,0.07123646,0.15809347,0.08027733,0.1522049,0.073993236,0.14499575,19.0,101.496 67 .021 523 9.364 4.114 553 4.457 2 .163 11.212 2.089 Var0nes 93.463 64 .753 513 8.834 4.094 533 3 .817 2 .093 6.835 1.991,10,101496.0,67021.0,523.0,9364.0,4114.0,553.0,4457.0,2163.0,11212.0,2089.0,101496.0,0.0,0.0,1,19.0,8.718 1.210 - 1.403 743 43 1.049 421 3.482 367 Var0nes 6.871 1.200 -- 1.308 733 33 868 383 2.008 338,10,8718.0,1210.0,0.0,1403.0,743.0,43.0,1049.0,421.0,3482.0,367.0,8718.0,0.0,0.0,1,0.6603314416331678,0.005152912430046504,0.0922597934893986,0.04053361708835816,0.005448490580909592,0.04391306061322614,0.02131118467722866,0.11046740758256483,0.020582091905099707,0.13279341057775676,0.159553085835895,0.13617285410262472,0.3396685583668322,0.13879330121587521,0.0,0.16093140628584537,0.08522596925900436,0.0049323239275063085,0.12032576278963066,0.048290892406515254,0.3994035329203946,0.04209681119522826,0.24615737554484973,0.2993805918788713,0.28125716907547604,0.8612066987841248,92778.0,65811.0,523.0,7961.0,3371.0,510.0,3408.0,1742.0,7730.0,1722.0,92778.0,0.0,0.0,1.0,0.0,1.0,0.7093384207462976,0.005637112246437733,0.08580698010304166,0.03633404470887495,0.0054969928215740805,0.0367328461488715,0.018776002931729506,0.08331716570738752,0.018560434585785424,0.12214102481191662,0.1464140205652202,0.12253982625191318,0.2906615792537024,0.23248222,0.22250845,0.21898898,0.22932993,1,1,1.0
23.0,jaen,0.09661577,0.21198668,0.10376492,0.2254237,0.10992378,0.19275093,0.1189269,0.20488234,19.0,257.255 176.963 6.737 19.531 9.999 1.264 10.765 5.554 25.924 518 Var0nes 240.728 174.812 6.637 17.719 9.949 1.264 10.198 5.423 14.218 508,10,257255.0,176963.0,6737.0,19531.0,9999.0,1264.0,10765.0,5554.0,25924.0,518.0,257255.0,0.0,0.0,1,19.0,21.314 6.613 . 42 3.074 1.861 146 2.151 779 6.648 var0nes 17.774 6 .500 42 2.704 1.851 146 2.038 728 3.765,10,21314.0,6613.0,42.0,3074.0,1861.0,146.0,2151.0,779.0,6648.0,0.0,21314.0,0.0,0.0,1,0.6878894482128627,0.02618802355639346,0.07592077899360557,0.03886804921187149,0.004913412761656722,0.04184563954053371,0.021589473479621386,0.10077160793764942,0.0020135663058055238,0.11478882820547706,0.14129171444675517,0.11776641853413927,0.3121105517871373,0.310265553157549,0.001970535798066998,0.14422445341090362,0.08731350286196866,0.0068499577742328985,0.10091958337243126,0.036548747302242654,0.31190766632260486,0.0,0.2315379562728723,0.27493666134934786,0.2451440367833349,0.689734446842451,235941.0,170350.0,6695.0,16457.0,8138.0,1118.0,8614.0,4775.0,19276.0,518.0,235941.0,0.0,0.0,1.0,0.0,1.0,0.7220025345319381,0.028375738002297184,0.06975048846957502,0.0344916737658991,0.004738472753781666,0.03650912728182046,0.02023811037505139,0.08169839069936975,0.002195464120267355,0.10424216223547413,0.1292187453643072,0.10625961575139548,0.2779974654680619,0.3026747,0.30860245,0.32380924,0.32918862,1,1,1.0
24.0,leon,0.074740335,0.1802218,0.08050819,0.19146435,0.09782906,0.18679342,0.10498472,0.20291346,21.0,193.589 114.452 20 .229 13.931 7 .810 1.187 8.204 8 .23f 18.591 954 Var0nes 175.581 107.736 19.819 12.851 7.780 1.177 7.394 7.901 9 .991 932,10,193589.0,114452.0,20229.0,13931.0,7810.0,1187.0,8204.0,8231.0,18591.0,954.0,193589.0,0.0,0.0,1,21.0,21.032- 689 219 3.613 2 .277 282 2.919 2 .867 7.748 418 Var0nes 16.340 679 - 219 3.113 2 .267 - 282 2.549 2.727 4 .086 418,10,21032.0,689.0,219.0,3613.0,2277.0,282.0,2919.0,2867.0,7748.0,418.0,21032.0,0.0,0.0,1,0.5912112775002712,0.10449457355531565,0.07196173336294934,0.04034320131825672,0.006131546730444395,0.04237844092381282,0.04251791165820372,0.09603334900226769,0.0049279659484784775,0.11230493468120606,0.16095439306985418,0.11434017428676216,0.40878872249972875,0.032759604412324075,0.010412704450361354,0.17178585013313047,0.10826359832635983,0.013408139977177633,0.13878851274248763,0.1363160897679726,0.3683910232027387,0.0198744769874477,0.2800494484594903,0.4297736782046406,0.3105743628756181,0.9672403955876759,172557.0,113763.0,20010.0,10318.0,5533.0,905.0,5285.0,5364.0,10843.0,536.0,172557.0,0.0,0.0,1.0,0.0,1.0,0.6592778038561171,0.11596168222674247,0.05979473449352968,0.03206476700452604,0.005244643798860666,0.030627560748042675,0.031085380482970843,0.06283720741552067,0.003106219973689853,0.09185950149805572,0.12818952577988724,0.09042229524157235,0.3407221961438829,0.2846225,0.25496215,0.3078982,0.27197254,1,1,1.0
25.0,lleida,0.07501473,0.1613969,0.07794231,0.16846782,0.08210848,0.15337233,0.08233963,0.15947942,21.0,1 136.654 82 .622 1.839 16.943 8.128 1.562 7.508 4.748 13.175 129 Var0nes 125.097 81 .056 1.839 14.387 8.108 1.562 6.368 4.618 7.119 40,10,136654.0,82622.0,1839.0,16943.0,8128.0,1562.0,7508.0,4748.0,13175.0,129.0,136654.0,0.0,0.0,1,21.0,21.365 4.245 199 3.928 2.595 219 3 .032 2.195 4.942 10 Var0nes 17.985 4 .225 199 3.470 2.585 219 2 .565 2 .127 2 .595,10,21365.0,4245.0,199.0,3928.0,2595.0,219.0,3032.0,2195.0,4942.0,10.0,21365.0,0.0,0.0,1,0.6046072562822896,0.013457344827081535,0.12398466199306277,0.05947868339016787,0.011430327688907753,0.05494167752133124,0.03474468365360692,0.09641137471277826,0.0009439899307740718,0.18346334538323064,0.2296383567257453,0.17892633951439402,0.3953927437177104,0.19868944535455182,0.0093142990872923,0.18385209454715656,0.12146033231921367,0.010250409548326702,0.14191434589281535,0.10273812309852563,0.23131289492160076,0.000468055230517201,0.3053124268663702,0.41830095951322255,0.32576644043997194,0.8013105546454482,115289.0,78377.0,1640.0,13015.0,5533.0,1343.0,4476.0,2553.0,8233.0,119.0,115289.0,0.0,0.0,1.0,0.0,1.0,0.6798306863620988,0.01422512121711525,0.1128902150248506,0.047992436398962605,0.011648986460113281,0.03882417229744382,0.022144350284936117,0.07141184328079869,0.0010321886736809236,0.1608826514238132,0.19467598816886258,0.15171438732229442,0.32016931363790124,0.23548082,0.23641163,0.24181905,0.24641013,1,1,1.0
26.0,logrono,0.076228954,0.1612963,0.08105681,0.17359696,0.080995336,0.16272607,0.09361133,0.17607594,,OCR omission in Cuadro VIII,10,86810.0,46818.0,311.0,15763.0,2839.0,467.0,4529.0,2149.0,12162.0,1772.0,86810.0,0.0,0.0,1,22.0,19.558 1.647 42 6 .112 1.381 170 1.990 921 6.240 .055 Var0nes 14.881 1.637 32 4.252 1.371 170 1.701 861 3.862 995,10,19558.0,1647.0,42.0,6112.0,1381.0,170.0,2990.0,921.0,6240.0,55.0,19558.0,0.0,0.0,1,0.5393157470337518,0.003582536574127405,0.1815804630802903,0.03270360557539454,0.005379564566294206,0.05217140882386822,0.024755212533118305,0.1400990669277733,0.02041239488538187,0.21428406865568483,0.24441884575509734,0.2337518719041585,0.46068425296624815,0.08421106452602516,0.0021474588403722263,0.3125063912465487,0.07061049187033439,0.008692095306268535,0.15287861744554657,0.047090704571019534,0.31905102771244503,0.00281214848143982,0.38311688311688313,0.4388996829941712,0.4653850086920953,0.9157889354739749,67252.0,45171.0,269.0,9651.0,1458.0,297.0,1539.0,1228.0,5922.0,1717.0,67252.0,0.0,0.0,1.0,0.0,1.0,0.6716677570927259,0.003999881044429905,0.1435050258728365,0.021679652649735325,0.004416225539760899,0.02288407779694284,0.018259680009516447,0.0880568607625052,0.025530839231547017,0.16518467852257182,0.18786058407184916,0.16638910366977933,0.32833224290727414,0.24372141,0.23752525,0.26968727,0.25465378,1,1,1.0
27.0,lugo,0.06091517,0.14088783,0.06383582,0.15485813,0.06917273,0.15506712,0.07611446,0.16626489,22.0,250.878 209.107 184 11.310 4.582 255 6.813 3 .776 14.342 509 Var0ne=s 176.280 145.733 184 8.461 4.572 255 5.450 3 .614 7 .573 438,10,250878.0,209107.0,184.0,11310.0,4582.0,255.0,6813.0,3776.0,14342.0,509.0,250878.0,0.0,0.0,1,22.0,Var0nes . . . . . . . . . . . . . . . 22.810 15.934 5.690 42 42 2.860 2.030 2.33 9 2.329 1 126 2 .072 862 2.682 106,10,22810.0,8758.0,42.0,2860.0,2334.0,126.0,2518.0,953.0,5113.0,106.0,22810.0,0.0,0.0,1,0.8335007453822176,0.0007334242141598705,0.04508167316384856,0.018263857333046342,0.0010164302967976466,0.027156625929734772,0.015051140394932995,0.05716722869283078,0.002028874592431381,0.06334553049689491,0.07941310118862555,0.07223829909358334,0.16649925461778237,0.38395440596229724,0.001841297676457694,0.12538360368259535,0.10232354230600614,0.005523893029373082,0.11039017974572556,0.04177992108724244,0.22415607189829023,0.004647084612012275,0.22770714598860148,0.27501096010521703,0.23577378342832092,0.6160455940377028,228068.0,200349.0,142.0,8450.0,2248.0,129.0,4295.0,2823.0,9229.0,403.0,228068.0,0.0,0.0,1.0,0.0,1.0,0.8784616868653209,0.0006226213234649316,0.03705035340337092,0.009856709402458915,0.0005656207797674378,0.018832102706210427,0.012377887296771138,0.04046600136801305,0.0017670168546223056,0.04690706280582984,0.05985057088236841,0.055882456109581355,0.12153831313467911,0.22423986,0.201803,0.24237935,0.21869394,1,1,1.0
28.0,madrid,0.09506479,0.16862972,0.109111555,0.19367048,0.08899262,0.14705795,0.10188311,0.16558218,23.0,"761.717 1. 69 .348 2.838 152.534 76.605 8 .962 92.992 59 .519 245.139 53 .780 Var0nes 586.218 1, 68 .183 2 .749 126.848 75.956 8.504 80.909 53 .981 121.091 47.997",10,761717.0,69348.0,2838.0,152534.0,76605.0,8962.0,92992.0,59519.0,245139.0,53780.0,761717.0,0.0,0.0,1,23.0,645.257 12.929 1.046 137.418 65.911 8 .347 89.063 54 .325 230.124 46.094 Var0nes 479.067 12.686 997 113.159 65.346 7.899 77.416 48 .930 112.062 40.572,10,645257.0,12929.0,1046.0,137418.0,65911.0,8347.0,89063.0,54325.0,230124.0,46094.0,645257.0,0.0,0.0,1,0.0910416860855147,0.0037257931751556025,0.20025022416461757,0.10056884643509335,0.011765524466435697,0.12208208560397103,0.07813794361948073,0.32182424706288554,0.07060364938684577,0.3008190705997109,0.39072253868562734,0.3223323097685886,0.9089583139144853,0.02003697751438574,0.0016210595158208279,0.21296630644843836,0.10214689650790305,0.012935930954642879,0.13802717366878622,0.0841912602265454,0.35663929256094856,0.07143510260252892,0.31511320295634143,0.4122403941375297,0.3509934801172246,0.9799630224856143,116460.0,56419.0,1792.0,15116.0,10694.0,615.0,3929.0,5194.0,15015.0,7686.0,116460.0,0.0,0.0,1.0,0.0,1.0,0.4844495964279581,0.015387257427442898,0.12979563798729177,0.09182551949167096,0.005280783101494075,0.03373690537523613,0.04459900394985403,0.12892838742916024,0.06599690880989181,0.22162115747896274,0.2715009445303108,0.1635325433625279,0.515550403572042,0.23605058,0.26369452,0.2674653,0.30278203,1,1,1.0
29.0,malaga,0.10645356,0.19426617,0.11361368,0.21304649,,,,,24.0,1 262.102 145 268 131 30.022 12 025 1 1 048 18.141 13.599 41.580 288 Var0nes 231.262 143 339 121 25.551 11.996 1.008 16.014 1 13.164 19.820 249,10,262102.0,145268.0,131.0,30022.0,12025.0,1048.0,18141.0,13599.0,41580.0,288.0,262102.0,0.0,0.0,1,24.0,99.455 17.761 30 20 .593 9.468 1 725 13.133 10.355 27.208 182 153 78.347 ) 17.398 20 17.017 9.439 685 11.791 10.032 11.812 29Var0nes 1,10,99455.0,17761.0,30.0,20593.0,9468.0,1.0,725.0,13133.0,10355.0,27208.0,99274.0,-181.0,0.0018199185561309135,1,0.5542422415700757,0.0004998054192642559,0.11454319310802664,0.04587908524162349,0.003998443354114047,0.06921351229673944,0.051884380889882564,0.15864052925960123,0.0010988088606725627,0.16042227834965014,0.21630510259364674,0.18375670540476607,0.44575775842992427,0.17858327886984063,0.0003016439595797094,0.2070584686541652,0.0951988336433563,1.005479865265698e-05,0.007289729023176311,0.13204967070534412,0.10411744004826304,0.27357096174149115,0.3022573022975215,0.43431702780151826,0.2143481976773415,0.8214167211301594,162647.0,127507.0,101.0,9429.0,2557.0,1047.0,17416.0,466.0,31225.0,-26920.0,162828.0,181.0,0.0011128394621480876,0.0,0.0,0.0,0.7839492889509182,0.0006209767164472754,0.05797217286516198,0.01572116300946221,0.0064372536843593795,0.10707851973906682,0.002865100493707231,0.19198017793134825,-0.16551181392832331,0.07369333587462419,0.0829956900526908,0.16505069260422878,0.2160507110490818,,0.30071974,,0.32666016,1,1,0.0
30.0,murcia,0.102971114,0.19083455,0.113032706,0.20386909,0.10388403,0.177752,0.108845115,0.19512834,25.0,272.393 161.497 3 .955 35 363 10.405 475 14.743 8 .149 32.234 5.572 Var0nes 244.824 156 348 3 .934 28.862 10 353 465 13.448 7.834 18.068 5.512,10,272393.0,161497.0,3955.0,35363.0,10405.0,475.0,14743.0,8149.0,32234.0,5572.0,272393.0,0.0,0.0,1,25.0,78.126 42.362 123 10.841 2 .989 133 6 810 2 .930 11.535 403 Var0nes 68.006 40.705 123 8.360 2 .979 123 6.101 2.732 6 .512 371,10,78126.0,42362.0,123.0,10841.0,2989.0,133.0,6810.0,2930.0,11535.0,403.0,78126.0,0.0,0.0,1,0.5928823427914814,0.014519462688101384,0.1298234536129783,0.03819848527678758,0.0017438039890892937,0.05412400465503886,0.02991633412018664,0.11833637428274589,0.02045573858359062,0.16802193888976588,0.19968207699904184,0.18394745826801717,0.40711765720851856,0.5422266594987584,0.0015743798479379463,0.13876302383329495,0.03825871028850831,0.0017023782095589176,0.08716688426388142,0.037503519954944574,0.14764611012979034,0.005158333973325141,0.17702173412180325,0.21622763228630673,0.22592990809717636,0.45777334050124163,194267.0,119135.0,3832.0,24522.0,7416.0,342.0,7933.0,5219.0,20699.0,5169.0,194267.0,0.0,0.0,1.0,0.0,1.0,0.6132539237235352,0.019725429434747022,0.1262283352293493,0.03817426531526198,0.001760463691723247,0.0408355510714635,0.02686508774006908,0.10654923378648973,0.026607710007361004,0.16440260054461128,0.1930281519764036,0.1670638863008128,0.38674607627646485,0.28163603,0.29380566,0.30397344,0.3169018,1,1,1.0
